BCI-AV#,English,POS,Derivation - explanation,WinBliss
12840,"duck,bird_(water),waterbird,waterfowl,seabird,seafowl",YELLOW,"(bird + water [modification, under earthline]: aquatic bird) - Character (superimposed - modified)",A#1#2#0#0#17#7#16##0#28*&K#2#2#0#0#8#7#9##0#28*&V#5#1#0#3#12#10#13##0#28*&K#2#1#0#4#8#11#9##0#28*%£
12842,"birth,giving_birth,parturition,delivery",YELLOW,"(fetus [modification, opening in body] + down,downward [modification]: combination illustrating the birth of a baby) - Character (superimposed - modified - combined)",K#3#4#0#0#8#29#9##0#4*&H#2#1#0#2#10#31#11##0#4*&W#1#1#0#2#16#31#17##0#4*&W#4#1#0#2#8#31#9##0#4*&R#2#3#0#4#18#33#19##0#4*&W#2#1#0#6#12#35#13##0#4*&W#2#2#0#6#10#35#11##0#4*&W#2#2#0#6#16#35#17##0#4*&W#1#1#0#8#16#37#17##0#4*&K#3#2#0#10#8#39#9##0#4*&W#2#2#0#10#10#39#11##0#4*%£
12843,birth,YELLOW,"(protection,shelter + star: someone new under the roof. CKB points out that newspapers often use a star to denote a birth.) - Character (superimposed)",R#1#1#0#0#8#31#9##0#4*&T#5#1#0#3#11#34#12##0#4*&W#2#2#0#4#10#37#11##0#4*%£
12857,"blissymbol,Bliss-word",YELLOW,(world + pen: writing for the world) - Character (superimposed),W#4#1#0#0#8#13#9##0#4*&W#4#1#0#0#16#13#17##0#4*&W#8#1#0#0#8#13#9##0#4*%£
12860,"block,brick",YELLOW,(pictograph: symbol suggests a three-dimensional block. It is half the size of box.) - Character,L#2#1#0#0#10#27#11##0#4*&W#5#2#0#0#8#27#9##0#4*&W#2#1#0#2#8#29#9##0#4*&W#5#2#0#4#8#31#9##0#4*&W#5#2#0#4#12#31#13##0#4*&W#2#2#0#6#8#33#9##0#4*%£
12868,board_(material),YELLOW,"(table + pointer, to underside: the top of a table is frequently made of boards) - Character (superimposed - pointer)",O#1#1#0#0#12#31#19##0#4*&R#2#1#0#2#13#33#14##0#4*%£
12869,"boat,ship",YELLOW,(pictograph: symbol suggests a boat with a mast and also incorporates container.) - Character,J#1#3#0#0#12#23#13##0#4*&W#4#3#0#0#12#23#13##0#4*&W#2#2#0#4#8#27#9##0#4*%£
12870,"body,trunk",YELLOW,"(pictograph: symbol suggests the trunk of the body, without head and limbs. The symbol may be used for body in a general sense.) - Character",K#3#4#0#0#8#25#9##0#4*&W#4#1#0#2#8#27#9##0#4*&W#4#1#0#2#16#27#17##0#4*&K#3#2#0#10#8#35#9##0#4*%£
12873,bone,YELLOW,(pictograph: symbol suggests a bone shaft with ends) - Character,Q#1#1#0#0#8#33#9##0#4*&Q#1#1#0#0#16#33#17##0#4*&W#2#2#0#0#10#33#11##0#4*%£
12875,book,YELLOW,(pictograph: symbol suggests an open book. It can also be explained as: two page symbols.) - Character,O#2#1#0#0#8#11#9##0#4*&W#2#1#0#0#16#11#17##0#4*&W#2#1#0#4#8#39#9##0#4*&W#2#1#0#4#16#39#17##0#4*&W#4#2#0#8#8#43#9##0#4*%£
12880,"bottle,flask",YELLOW,(pictograph: suggests bottle with body and neck) - Character,H#2#1#0#0#12#15#13##0#4*&W#2#2#0#2#8#17#9##0#4*%£
12881,"bottom,base",YELLOW,"(enclosure + pointer, to bottom) - Character (superimposed - pointer)",L#1#1#0#0#8#31#9##0#4*&R#2#1#0#2#17#33#18##0#4*%£
12882,bow_(knot),YELLOW,(pictograph) - Character,H#2#1#0#0#10#29#11##0#4*&R#2#1#0#2#14#31#15##0#4*&H#2#1#0#4#10#33#11##0#4*%£
12886,"box,cube",YELLOW,(pictograph: symbol suggests a three-dimensional box) - Character,L#1#1#0#0#8#5#9##0#4*&W#6#2#0#0#4#5#5##0#4*&W#4#1#0#4#4#9#5##0#4*&W#6#2#0#8#4#13#5##0#4*&W#6#2#0#8#12#13#13##0#4*&W#4#2#0#12#4#17#5##0#4*%£
12888,"boy,lad",BLUE,(child + male [combination]) - Character (superimposed - combined),H#2#1#0#0#8#23#9##0#4*&V#2#1#0#0#12#23#13##0#4*%£
12894,branch,YELLOW,"(tree + pointer, to branch) - Character (superimposed - pointer)",K#2#3#0#0#8#31#9##0#4*&K#2#4#0#4#8#35#9##0#4*&W#4#2#0#4#8#35#9##0#4*&R#2#4#0#9#10#40#11##0#4*%£
12895,"bread,loaf_of_bread,loaf",YELLOW,(pictograph: symbol suggests a loaf of bread) - Character,K#4#4#0#0#12#14#13##0#4*&W#4#1#0#1#12#15#13##0#4*&W#4#1#0#1#16#15#17##0#4*&K#4#2#0#9#12#23#13##0#4*%£
12899,breast(s),YELLOW,"(body + two pointers, to breasts) - Character (superimposed - pointer)",K#3#4#0#0#8#31#15##0#4*&R#2#1#0#2#12#33#13##0#4*&W#4#1#0#2#8#33#9##0#4*&W#4#1#0#2#16#33#17##0#4*&R#2#1#0#6#12#37#13##0#4*&K#3#2#0#10#8#41#9##0#4*%£
12902,"bridge,overpass",YELLOW,"(earth [modification, half-sized] + bow,arc + earth [half-sized]: the symbol suggests a bridge between two banks of a river) - Character (superimposed - modified)",W#2#1#0#0#16#27#17##0#4*&J#1#1#0#4#12#31#13##0#4*&W#2#1#0#12#16#39#17##0#4*%£
12908,broom,YELLOW,(pictograph: symbol suggests a broom) - Character,W#2#4#0#0#12#29#13##0#4*&W#4#1#0#0#12#29#13##0#4*&W#4#2#0#4#8#33#9##0#4*&W#2#2#0#8#12#37#13##0#4*%£
12912,brush,YELLOW,(pictograph: symbol suggests a brush in an upright position) - Character,W#2#2#0#0#8#19#9##0#4*&W#4#1#0#0#12#19#13##0#4*&W#2#2#0#4#8#23#9##0#4*&W#2#2#0#4#12#37#13##0#4*&W#2#2#0#8#8#27#9##0#4*%£
12916,bubble(s),YELLOW,"(gas + pointer, to bubble) - Character (superimposed - pointer)",F#1#1#0#0#8#35#9##0#4*&H#2#1#0#0#10#35#11##0#4*&R#2#4#0#5#10#40#11##0#4*%£
12917,"buffalo,bison",YELLOW,(bovine + hump) - Character (superimposed),K#1#1#0#0#10#31#11##0#4*&V#2#1#0#0#12#31#13##0#4*&W#4#1#0#0#12#31#13##0#4*&K#1#3#0#4#10#35#11##0#4*&V#2#1#0#4#12#35#13##0#4*%£
12919,bulb_(flower),YELLOW,"(bulbous_plant + pointer, to bulb) - Character (superimposed - pointer)",W#4#1#0#0#16#31#17##0#4*&H#2#1#0#2#8#33#9##0#4*&H#2#1#0#2#16#33#17##0#4*&K#4#4#0#3#16#34#15##0#4*&K#4#2#0#4#16#35#15##0#4*&W#2#2#0#4#12#35#13##0#4*&R#2#4#0#7#16#38#15##0#4*%£
13089,"bus,coach",YELLOW,(vehicle_(long) + pictograph of a steering wheel: suggests a bus with many wheels and a steering wheel) - Character (superimposed),G#1#1#0#0#12#29#13##0#4*&W#2#1#0#0#12#29#13##0#4*&G#1#1#0#4#12#17#13##0#4*&W#4#1#0#4#12#17#13##0#4*&G#1#1#0#8#12#21#13##0#4*&W#5#2#0#9#9#38#10##0#4*&W#5#1#0#10#10#39#11##0#4*%£
13090,"bus_stop,bus_bay_(OLD)",YELLOW,"(platform + earth [modification, extended] + bus) - Character (superimposed - modified) SUPERSEDED SYNONYM and SUPERSEDED CHARACTER See bus_stop,bus_bay 24041",O#1#1#0#0#12#25#13##0#4*&W#4#1#0#8#16#33#17##0#4*&G#1#1#0#10#12#57#13##0#4*&W#2#1#0#10#12#57#13##0#4*&G#1#1#0#14#12#45#13##0#4*&W#4#1#0#14#12#45#13##0#4*&W#4#1#0#14#16#39#17##0#4*&G#1#1#0#18#12#49#13##0#4*&W#5#2#0#19#9#66#10##0#4*&W#5#1#0#20#10#67#11##0#4*%£
13092,"bush,shrub",YELLOW,(pictograph: small tree growing close to the ground) - Character,K#2#3#0#0#10#31#11##0#4*&K#2#4#0#4#10#35#11##0#4*&W#3#2#0#4#10#37#11##0#4*%£
13093,"business,economy,commerce,trade",YELLOW,(money + to hold: money is taken into the till) - Character (superimposed),J#1#3#0#0#12#33#13##0#4*&H#2#1#0#2#8#35#9##0#4*&H#2#1#0#2#12#35#13##0#4*&W#4#2#0#4#8#37#9##0#4*%£
13094,"but,except,except_for_(preposition)",WHITE,(CKB likens the but that halts a free flow of speech to a vertical line that stops a horizontal flowing line) - Character,S#3#4#0#0#10#1#11##0#4*%£
13096,"butterfly,moth",YELLOW,(pictograph: symbol suggests a butterfly or a moth) - Character,K#3#4#0#0#8#39#9##0#4*&K#3#2#0#2#8#41#9##0#4*&K#3#4#0#4#8#43#9##0#4*&K#3#2#0#6#8#45#9##0#4*%£
13097,"buttocks,bottom,bum,rear,ass",YELLOW,"(standing person + pointer, to buttocks) - Character (superimposed - pointer)",R#2#2#0#0#10#32#11##0#4*&W#2#1#0#3#16#35#17##0#4*&W#4#2#0#3#8#35#9##0#4*%£
13100,"by,by_means_of,of",WHITE,"(relation [half-sized], pointing backwards) - Character",R#2#4#0#0#10#27#11##0#4*%£
13101,cabbage,YELLOW,(pictograph incorporating leafy vegetable) - Character (superimposed - combined),K#2#2#0#0#12#29#13##0#4*&W#4#1#0#0#16#29#17##0#4*&K#1#1#0#2#10#31#11##0#4*&K#2#1#0#4#12#33#13##0#4*%£
13110,camel,YELLOW,(animal + pictograph of head and neck and two humps) - Character (superimposed),K#1#1#0#0#10#27#11##0#4*&V#2#1#0#0#12#27#13##0#4*&W#4#1#0#0#12#27#13##0#4*&K#1#1#0#4#10#31#11##0#4*&V#2#1#0#4#12#31#13##0#4*&W#6#2#0#8#8#35#9##0#4*&W#5#1#0#12#8#39#9##0#4*%£
13111,camera,YELLOW,(enclosure + light: box that uses the sunlight to record what the eye sees) - Character (superimposed),H#3#1#0#0#8#11#9##0#4*&L#1#1#0#0#8#11#9##0#4*&H#2#1#0#2#10#13#11##0#4*&Q#1#1#0#4#12#15#13##0#4*%£
13113,"camper,caravan,mobile_home",YELLOW,"(vehicle + house [modification, high position] [combination]) - Character (superimposed - modified - combined)",D#1#1#0#0#4#29#5##0#4*&G#1#1#0#0#12#29#11##0#4*&G#1#1#0#4#12#33#11##0#4*%£
13115,"cylinder,can",YELLOW,(pictograph) - Character,H#2#1#0#0#8#31#9##0#4*&K#1#3#0#0#14#31#15##0#4*&W#2#2#0#0#10#31#11##0#4*&W#2#2#0#4#10#35#11##0#4*%£
13120,"cannon,gun",YELLOW,(pictograph incorporating wheel and to destroy) - Character (superimposed),W#8#2#0#0#8#31#9##0#4*&G#1#1#0#3#12#34#13##0#4*%£
13121,"car,automobile,motor_vehicle",YELLOW,(vehicle + pictograph of a steering wheel: suggests a car with a steering wheel) - Character (superimposed),G#1#1#0#0#12#17#13##0#4*&W#4#1#0#0#12#17#13##0#4*&G#1#1#0#4#12#21#13##0#4*&W#5#2#0#5#9#38#10##0#4*&W#5#1#0#6#10#39#11##0#4*%£
13124,"carrot,vegetable_(wedge-shaped)",YELLOW,(vegetable_(below_ground) + pictograph of wedge shape [combination]) - Character (superimposed - combined),W#4#1#0#0#16#27#17##0#4*&V#2#3#0#2#16#29#17##0#4*&K#2#1#0#4#12#31#13##0#4*%£
13127,"cart,carriage",YELLOW,"(transport,transportation + forward [modification, short arrow, high position]: can also be interpreted as a combination of transport and to pull) - Character (superimposed - modified - combined)",G#1#1#0#0#12#35#13##0#4*&L#2#1#0#0#8#31#9##0#4*&W#2#1#0#4#10#35#11##0#4*&R#2#2#0#6#8#37#9##0#4*%£
13128,"cassette,audiocassette,videocassette",YELLOW,(pictograph) - Character,O#1#4#0#0#8#13#9##0#4*&H#2#1#0#2#10#15#11##0#4*&W#3#1#0#4#8#17#9##0#4*&W#3#1#0#4#10#17#11##0#4*&W#3#1#0#4#16#17#17##0#4*&H#2#1#0#8#10#21#11##0#4*&O#1#2#0#10#8#23#9##0#4*%£
13134,cause,YELLOW,"(wedge shape that incorporates relation: the wedge presses into the thing on which it has an effect). - Character See also: effect,result 13910",P#1#2#0#0#8#27#9##0#4*%£
13138,"cavity,caries",YELLOW,(teeth + dot) - Character (superimposed),V#2#3#0#0#12#29#13##0#4*&W#4#1#0#0#12#29#13##0#4*&Q#1#1#0#2#14#31#15##0#4*&V#2#3#0#4#12#33#13##0#4*%£
13139,ceiling,YELLOW,"(room + pointer, to ceiling) - Character (superimposed - pointer)",N#1#2#0#0#8#33#9##0#4*&R#2#1#0#2#9#35#10##0#4*%£
13140,celery,YELLOW,(vegetable_(above_ground) [modification] + pictograph of a cluster of stalks) - Character (superimposed - modified - combined),K#2#3#0#0#16#29#15##0#4*&W#4#1#0#0#16#29#17##0#4*&K#1#3#0#2#14#31#15##0#4*&W#3#2#0#2#8#31#9##0#4*&W#4#2#0#4#8#33#9##0#4*&W#3#2#0#6#8#35#9##0#4*%£
13143,cent,YELLOW,(international symbol for cent) - Character,Z#1#1#0#0#9#35#10#C#0#5*&W#4#2#0#2#8#37#9##0#4*%£
13145,cereal,YELLOW,(dish + grain) - Character (superimposed),W#6#1#0#0#12#27#13##0#4*&W#4#1#0#4#16#31#17##0#4*&K#2#1#0#6#12#33#13##0#4*&K#2#1#0#10#12#37#13##0#4*&W#6#2#0#12#12#39#13##0#4*%£
13148,"chair,seat",YELLOW,(pictograph) - Character,W#2#1#0#0#12#25#13##0#4*&W#4#2#0#0#8#25#9##0#4*&W#2#2#0#4#12#29#13##0#4*%£
13151,"change,alteration,conversion",YELLOW,"(weather [modification]: CKB says that weather is ever-changing. Can also be interpreted as; life + water, ever-changing in state. The symbol represents change in a general sense.) - Character (superimposed - modified)",A#1#2#0#0#11#33#12##0#4*&H#3#1#0#0#8#33#9##0#4*&W#4#2#0#4#8#37#9##0#4*%£
13156,cheek,YELLOW,"(face + pointer, to cheek) - Character (superimposed - pointer)",H#3#1#0#0#8#31#9##0#4*&Q#1#1#0#2#10#33#11##0#4*&W#2#1#0#2#14#33#15##0#4*&W#2#2#0#4#10#35#11##0#4*&Q#1#1#0#6#10#37#11##0#4*&R#2#4#0#9#10#40#11##0#4*%£
13157,cheese,YELLOW,(pictograph: symbol suggests a wedge of cheese) - Character,K#2#4#0#0#12#23#13##0#4*&W#2#1#0#0#12#23#13##0#4*&W#2#2#0#4#12#27#13##0#4*%£
13158,chemical_product,YELLOW,"(pictograph symbol suggests the outline of a chemical retort + thing [modification, lower position] [combination]) - Character (superimposed - modified - combined)",W#8#2#0#0#8#25#9##0#4*&L#2#1#0#6#12#31#13##0#4*&W#2#2#0#8#8#33#9##0#4*%£
13159,"cherry,cherries",YELLOW,"(fruit + pit,stone [modification,lower position] + fruit [modification] + pit,stone [modification,lower position]: pictograph of cherries combined in a cluster) - Character (superimposed - modified - combined)",H#2#1#0#0#12#31#13##0#4*&K#5#4#0#1#13#33#14##0#4*&K#2#1#0#2#8#33#9##0#4*&K#5#2#0#2#13#33#14##0#4*&H#2#1#0#4#12#35#13##0#4*&K#4#4#0#5#8#36#9##0#4*&K#5#4#0#5#13#37#14##0#4*&K#5#2#0#6#13#37#14##0#4*%£
13161,chest,YELLOW,"(body + pointer, to chest) - Character (superimposed - pointer)",K#3#4#0#0#8#61#15##0#4*&W#4#1#0#2#8#61#9##0#4*&W#4#1#0#2#16#61#17##0#4*&R#2#1#0#4#12#65#13##0#4*&K#3#2#0#10#8#67#9##0#4*%£
13162,"chest_of_drawers,bureau,dresser",YELLOW,(pictograph) - Character,L#1#1#0#0#8#23#9##0#4*&W#4#3#0#0#12#23#13##0#4*&Q#1#1#0#4#10#27#11##0#4*&Q#1#1#0#4#14#27#15##0#4*%£
13166,"child,kid,youngster",BLUE,"(flower + little [combination]: CKB writes: A child is like a ""little flower"". The symbol also can be explained as a pictograph showing the head, arms, feet and body of a child.) - Character (superimposed - combined)",H#2#1#0#0#8#15#9##0#4*&S#3#1#0#0#12#15#13##0#4*&W#2#3#0#0#12#15#13##0#4*%£
13168,chimney,YELLOW,"(building_with_chimney + pointer, to chimney) - Character (superimposed - pointer)",D#1#1#0#0#8#29#9##0#4*&W#2#2#0#8#8#37#9##0#4*&R#2#4#0#9#6#38#7##0#4*%£
13169,chin,YELLOW,"(face + pointer, to chin) - Character (superimposed - pointer)",H#3#1#0#0#8#31#9##0#4*&Q#1#1#0#2#10#33#11##0#4*&R#2#1#0#2#17#33#18##0#4*&W#2#1#0#2#14#33#15##0#4*&W#2#2#0#4#10#35#11##0#4*&Q#1#1#0#6#10#37#11##0#4*%£
13175,"choice,selection,election",YELLOW,"(comparative_more + eye [modification, low position]: combination of eye and to divide [half-sized] and many: the eye makes a choice among many things) - Character (superimposed - modified - combined)",H#2#1#0#0#12#33#13##0#4*&T#4#1#0#0#8#33#9##0#4*&W#2#1#0#0#12#35#13##0#4*&Q#1#1#0#2#14#35#15##0#4*%£
13346,cigarette,YELLOW,"(smoking_(cigarette) + pointer, to cigarette) - Character (superimposed - pointer)",H#2#1#0#0#12#25#13##0#4*&W#4#1#0#2#16#27#17##0#4*&R#2#1#0#4#17#29#18##0#4*&A#1#1#0#9#8#34#9##0#4*%£
13349,citizen,YELLOW,(earth + man + woman [combination]: man or woman having a relationship to a country or territory) - Character (superimposed - combined),W#4#1#0#0#16#29#17##0#4*&V#2#1#0#2#12#31#13##0#4*&W#2#2#0#4#8#33#9##0#4*%£
13354,claw_(animal),YELLOW,"(feline + pointer, to claw) - Character (superimposed - pointer)",K#7#1#0#0#15#29#16##0#4*&V#2#1#0#0#12#23#13##0#4*&W#4#1#0#0#12#23#13##0#4*&K#7#1#0#4#15#33#16##0#4*&V#2#1#0#4#12#27#13##0#4*&K#7#1#0#8#15#37#16##0#4*&R#2#4#0#11#14#34#15##0#4*%£
13355,claw_(bird),YELLOW,"(bird + pictograph of claws + pointer, to claw) - Character (superimposed - pointer)",K#2#2#0#0#8#37#9##0#4*&K#7#1#0#1#13#38#14##0#4*&V#5#1#0#3#12#40#13##0#4*&K#2#1#0#4#8#41#9##0#4*&K#7#1#0#5#13#42#14##0#4*&R#2#4#0#8#12#45#13##0#4*%£
13365,"cloth,fabric,material,textile,net",YELLOW,"(pictograph: symbol looks like woven threads, suggesting cloth) - Character",C#1#1#0#0#8#17#9##0#4*%£
13366,"clothing,clothes,garment",YELLOW,(cloth + protection) - Character (superimposed),C#1#1#0#0#8#11#9##0#4*&R#1#1#0#0#8#11#9##0#4*%£
13367,cloud,YELLOW,(water + sky: formation of water droplets in the sky) - Character (superimposed),A#1#2#0#0#7#5#8##0#4*&W#4#1#0#0#8#5#9##0#4*%£
13378,comb,YELLOW,(pictograph: symbol suggests a side view of a comb) - Character,O#1#3#0#0#12#19#13##0#4*&W#2#2#0#4#12#23#13##0#4*%£
13380,"combination,connection",YELLOW,(circle [half-sized] + circle [half-sized]: two interlocking circles) - Character (superimposed),H#2#1#0#0#10#29#11##0#4*&H#2#1#0#2#10#31#11##0#4*%£
13382,combine_marker,GRAY,"(circle [quarter-sized] + circle [quarter-sized]: two small interlocking circles ¼ space above skyline, used before and after a novel multi-character Bliss-word created by a user to represent a new meaning. This signals that a Bliss-word is not contained in the published Blissymbol Vocabulary.) - Character (superimposed)",H#5#1#0#0#4#33#5##0#4*%£
13384,comet,YELLOW,"(star [modification, on earthline] + curve,curved_line: pictograph that suggests a star with a curved tail) - Character (superimposed - modified)",T#5#1#0#0#15#34#16##0#4*&J#1#2#0#1#8#35#9##0#4*&W#2#2#0#1#14#34#15##0#4*%£
13388,commandments,YELLOW,(pictograph of two tablets of the laws: two tablets on which the ten commandments were inscribed) - Character,K#1#1#0#0#8#31#9##0#4*&W#2#1#0#0#16#31#17##0#4*&W#3#2#0#0#10#31#17##0#4*&K#1#1#0#4#8#35#9##0#4*&W#2#1#0#4#16#35#17##0#4*&W#3#2#0#4#10#35#11##0#4*&W#3#2#0#8#10#39#11##0#4*%£
13395,"conception,fertilization,fertilized_egg",YELLOW,(sperm + egg [combination]) - Character (superimposed - combined),A#1#4#0#0#11#11#12##0#4*&H#3#1#0#6#8#17#9##0#4*&K#4#1#0#8#11#19#12##0#4*&K#4#3#0#8#12#19#13##0#4*%£
13400,cone,YELLOW,(pictograph: symbol suggests the outline of a cone) - Character,J#1#3#0#0#12#31#13##0#4*&R#1#1#0#0#8#31#9##0#4*%£
13401,conscience,YELLOW,"(mind + mind [modification, at a higher level]: another level of consciousness super-imposed on the rational mind) - Character (superimposed - modified)",J#1#1#0#0#4#31#5##0#4*&J#1#1#0#0#8#31#9##0#4*%£
13403,"container,bowl,holder,pouch,basket",YELLOW,(pictograph: symbol suggests the outline of a bowl) - Character,J#1#3#0#0#12#9#13##0#4*%£
13413,corn,YELLOW,"(vegetable_(oval-shaped) + dot + dot [modification, higher] + dot [modification, lower]: dots suggesting kernels of corn) - Character (superimposed - modified)",K#2#3#0#0#16#3#15##0#4*&W#4#1#0#0#16#3#17##0#4*&K#1#1#0#2#8#5#9##0#4*&K#1#3#0#2#14#5#15##0#4*&W#2#2#0#2#10#5#11##0#4*&Q#1#1#0#4#10#7#11##0#4*&Q#1#1#0#4#12#7#13##0#4*&Q#1#1#0#4#14#7#15##0#4*&W#2#2#0#6#10#9#11##0#4*%£
13414,corner_(room),YELLOW,"(room + pointer, to corner) - Character (superimposed - pointer)",N#1#2#0#0#8#31#9##0#4*&R#2#4#0#9#14#40#15##0#4*%£
13419,"couch,chesterfield,sofa",YELLOW,(pictograph: symbol suggests a couch with a reclining back) - Character,W#6#1#0#0#8#29#9##0#4*&O#1#1#0#4#12#33#13##0#4*%£
13423,"country,state",YELLOW,"(flag + earth: territory identified by a flag) See also: countryside,country,nature 13424. - Character (superimposed)",W#4#1#0#0#16#31#17##0#4*&L#2#1#0#4#8#35#9##0#4*&W#2#2#0#4#12#35#13##0#4*%£
13424,"countryside,country,nature",YELLOW,"(tree + earth: place where trees dominate the landscape) See also: country,state 13423 - Character (superimposed)",K#2#3#0#0#8#33#9##0#4*&W#4#1#0#0#16#27#17##0#4*&K#2#4#0#4#8#37#9##0#4*&W#4#2#0#4#8#37#9##0#4*%£
13425,couple_(heterosexual),BLUE,(man + woman) - Character (superimposed),V#2#1#0#0#12#29#13##0#4*&W#2#2#0#2#8#31#9##0#4*&U#2#1#0#4#12#33#13##0#4*&W#2#2#0#6#8#35#9##0#4*%£
13427,"family,couple",BLUE,(man + protection + woman: a man and a woman living under one roof) - Character (superimposed),V#2#1#0#0#12#11#13##0#4*&R#1#1#0#2#8#13#9##0#4*&W#2#2#0#2#8#13#9##0#4*&U#2#1#0#8#12#19#13##0#4*&W#2#2#0#10#8#21#9##0#4*%£
13607,"creation,nature",YELLOW,"(equal-sided triangle: CKB points out that the Greeks considered the equal-sided triangle to be the simplest and most harmonious geometrical creation, and proof that the world is not chaos, but organized according to harmonious lines) - Character",U#1#1#0#0#8#33#9##0#4*%£
13613,"cross,Christianity_(in_combinations)",YELLOW,"(pictograph, of a cross: symbol for Christianity) - Character",W#2#1#0#0#10#31#11##0#4*&W#4#2#0#2#8#33#9##0#4*%£
13615,crotch,YELLOW,"(body + pointer, to crotch) - Character (superimposed - pointer)",K#3#4#0#0#8#31#9##0#4*&W#4#1#0#2#8#33#9##0#4*&W#4#1#0#2#16#33#17##0#4*&R#2#1#0#4#17#35#18##0#4*&K#3#2#0#10#8#41#9##0#4*%£
13619,crystal,YELLOW,"(thing + pictograph, of the plane facet-like faces of a crystal) - Character (superimposed)",L#2#1#0#0#10#33#11##0#4*&R#2#1#0#0#8#33#9##0#4*&R#2#3#0#0#14#33#15##0#4*%£
13621,"mug,cup",YELLOW,(pictograph: symbol suggests a cup or a glass with a handle) - Character,O#2#3#0#0#8#31#9##0#4*&K#1#2#0#4#10#35#11##0#4*%£
13622,"cupboard,closet,wardrobe",YELLOW,(pictograph: symbol suggests double doors of a cupboard/closet) - Character,L#1#1#0#0#8#23#9##0#4*&Q#1#1#0#2#12#25#13##0#4*&W#4#2#0#4#8#27#9##0#4*&Q#1#1#0#6#12#29#13##0#4*%£
